"cena (zł)","powierzchnia","liczba pokoi","piętro","adres","rynek","rodzaj zabudowy","materiał budynku","okna","ogrzewanie","rok budowy","stan wykończenia (do)","czynsz","forma własności","internet","telewizja kablowa","telefon","rolety antywłamaniowe","drzwi/okna antywłamaniowe","domofon/wideofon","monitoring/ochrona","system alarmowy","teren zamknięty","meble","pralka","zmywarka","lodówka","kuchenka","piekarnik","telewizor","balkon","pom. użytkowe","garaż/miejsce parkingowe","piwnica","ogródek","taras","winda","dwupoziomowe","oddzielna kuchnia","klimatyzacja"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"749 000","62,10","3","3","Przymorze","wtórny","blok","pustak","drewniane","miejskie","2012","zamieszkania","450","pełna","1","1","1","0","1","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","0","0","1","0","0","0"
"330 000","46,80","2","2","Ujeścisko","wtórny","blok","pustak","plastikowe","miejskie","2006","zamieszkania","350","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"238 149","49,80","3","3","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"425 000","92","3","2","Śródmieście","wtórny","kamienica","cegła","plastikowe","miejskie","1905","zamieszkania","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0"
"489 000","84","4","p","Osowa","wtórny","blok","cegła","plastikowe","0","2006","zamieszkania","0","pełna","1","1","0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"238 149","49,80","3","3","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"456 500,12","60,47","3","6","Śródmieście","pierwotny","apartamentowiec","cegła","plastikowe","miejskie","2018","0","0","pełna","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0"
"494 725,26","51,40","2","3","Starówka","pierwotny","0","silikat","drewniane","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"252 240","53,40","3","1","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","0","0"
"182 518,50","40,65","2","3","Gdańsk","pierwotny","blok","pustak","plastikowe","kotłownia","2018","wykończenia","0","pełna","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"242 000","35,50","2","2","Wrzeszcz","wtórny","blok","0","plastikowe","miejskie","1983","zamieszkania","370","spółdzielcze","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"190 577","39,80","2","3","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"189 240","39,80","2","2","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"577 886,40","63,80","3","5","Starówka","pierwotny","apartamentowiec","silikat","drewniane","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"252 922","53,40","3","2","Jasień","pierwotny","blok","silikat","plastikowe","miejskie","2017","wykończenia","0","pełna","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","0","0","0"
"238 581","56,67","3","1","Jasień","pierwotny","blok","0","plastikowe","miejskie","2016","wykończenia","290","pełna","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"498 000","59,16","3",">","Przymorze","wtórny","apartamentowiec","0","0","miejskie","2015","0","0","pełna","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"898 722","97,40","4","2","Śródmieście","pierwotny","apartamentowiec","cegła","drewniane","miejskie","2017","0","0","0","1","1","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"549 179,20","78,46","4",">","Śródmieście","pierwotny","apartamentowiec","cegła","plastikowe","miejskie","2018","0","0","pełna","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"247 900","40","2","3","Morena","pierwotny","apartamentowiec","silikat","plastikowe","miejskie","2018","wykończenia","300","pełna","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"193 000","38,63","2","1","Ujeścisko","pierwotny","blok","silikat","plastikowe","inne","2017","wykończenia","290","pełna","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"175 000","37","2","4","Gdańsk","wtórny","blok","wielka","plastikowe","miejskie","1970","zamieszkania","350","pełna","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"665 000","67,58","3","3","Przymorze","wtórny","apartamentowiec","0","drewniane","miejskie","2009","zamieszkania","590","pełna","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","0","1","1","1","0","0","0","0","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"385 000","74","4","4","Morena","wtórny","blok","0","0","miejskie","1992","0","0","spółdzielcze","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0"
"369 000","45","2","1","Gdańsk","wtórny","blok","0","plastikowe","miejskie","1980","zamieszkania","400","pełna","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","1","0"
"175 000","37","2","4","Gdańsk","wtórny","blok","wielka","plastikowe","miejskie","1970","zamieszkania","350","pełna","1","1","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"450 000","49","2","1","Oliwa","wtórny","apartamentowiec","cegła","plastikowe","miejskie","2008","zamieszkania","0","pełna","1","1","0","0","0","1","1","0","1","1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","0"
"360 000","55,50","","d","Brzeźno","wtórny","blok","inne","plastikowe","miejskie","1981","zamieszkania","700","spółdzielcze","1","1","0","0","0","1","1","0","0","1","1","0","1","1","1","0","1","0","1","1","0","0","1","0","0","0"
"254 000","42,18","2","2","Morena","pierwotny","apartamentowiec","silikat","plastikowe","miejskie","2018","wykończenia","100","pełna","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0"
"549 179,20","78,46","4",">","Śródmieście","pierwotny","apartamentowiec","cegła","plastikowe","miejskie","2018","0","0","pełna","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"171 598","33,32","2","5","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"232 073","47,87","2","1","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"173 243","40,01","2","p","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"200 689","47,31","2","4","Gdańsk","pierwotny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"509 155","56,80","3","6","Gdańsk","wtórny","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317 366","44,70","2","6","Śródmieście","pierwotny","blok","0","0","0","2016","0","0","pełna","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"2 590 000","168,20","5","5","Gdańsk","pierwotny","apartamentowiec","0","0","miejskie","2012","0","0","pełna","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0"
"393 860","47,30","2","2","Śródmieście","pierwotny","0","0","0","0","2017","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"639 000","97","4","1","Wrzeszcz","wtórny","kamienica","cegła","0","miejskie","1925","zamieszkania","450","pełna","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
